,stop_id,stop_name,stop_lat,stop_lon
0,8500010:0:3,Basel SBB,47.5476490855076,7.58955142623287
1,8500020:0:3,Muttenz,47.533701364135894,7.64787903763887
2,8500021:0:5,Pratteln,47.5227771014227,7.690800541920071
3,8517131:0:2,Pratteln Salina Raurica,47.53069302130711,7.70987177540459
4,8500300:0:5,Kaiseraugst,47.538613811038395,7.724119055812711
5,8500313:0:2,Rheinfelden Augarten,47.5459876820903,7.768019723753741
6,8500301:0:3,Rheinfelden,47.5513294522425,7.792157455441389
7,8500302:0:3,Möhlin,47.5619689269773,7.83385725093602
8,8500303:0:2,Mumpf,47.547740036729095,7.909612178856371
9,8500320:0:3,Stein-Säckingen,47.541779366292,7.94882364101364
10,8500304:0:2,Eiken,47.5331555082932,7.989777834822349
11,8500305:0:1,Frick,47.507463534063795,8.013071150142808
12,8500010:0:6,Basel SBB,47.547770353767795,7.58955142623287
13,8500010:0:1,Basel SBB,47.5474671825912,7.58955142623287
14,8500010:0:4,Basel SBB,47.5475884512723,7.58955142623287
15,8500010:0:9,Basel SBB,47.5475278169668,7.58955142623287
16,8500309:0:2,Brugg AG,47.480915096831396,8.20882303373255
17,8500305:0:3,Frick,47.5074028533558,8.013071150142808
18,8500304:0:1,Eiken,47.5330948572933,7.989777834822349
19,8500320:0:4,Stein-Säckingen,47.5416580841714,7.94882364101364
20,8500303:0:3,Mumpf,47.547679402598895,7.909612178856371
21,8500302:0:2,Möhlin,47.561908309309395,7.83385725093602
22,8500301:0:4,Rheinfelden,47.5512688222649,7.792157455441389
23,8500313:0:1,Rheinfelden Augarten,47.545927045933,7.768019723753741
24,8500300:0:4,Kaiseraugst,47.538553166351605,7.724119055812711
25,8517131:0:1,Pratteln Salina Raurica,47.530632367459205,7.70987177540459
26,8500021:0:4,Pratteln,47.5227164384206,7.690800541920071
27,8500020:0:1,Muttenz,47.5336407137673,7.64787903763887
28,8500305:0:2,Frick,47.507524214701704,8.013071150142808
29,8503000:0:15,Zürich HB,47.3784803529949,8.540193575784679
30,8502119:0:3,Lenzburg,47.3912530287772,8.17037513956688
31,8502113:0:5,Aarau,47.3908881381318,8.050872257303821
32,8500218:0:8,Olten,47.3520493381822,7.90768978414808
33,8507000:0:5,Bern,46.9494381973663,7.439119548733269
34,8504100:0:2,Fribourg/Freiburg,46.8034505412191,7.1510208539232005
35,8501120:0:5,Lausanne,46.51702800824879,6.62909069062426
36,8501008:0:2,Genève,46.2103296764772,6.14245533484329
37,8501026:0:2,Genève-Aéroport,46.2325925185326,6.11198448040172
38,8503000:0:41/42,Zürich HB,47.378237033896205,8.540193575784679
39,8503020:0:4,Zürich Hardbrücke,47.385256338802606,8.5171068729796
40,8503001:0:3,Zürich Altstetten,47.3915449394745,8.488935705665691
41,8503509:0:3,Schlieren,47.3992374198535,8.44722692701821
42,8503512:0:1,Glanzenberg,47.3989333905613,8.42042119893635
43,8503508:0:3,Dietikon,47.405840503211,8.40497017604735
44,8503506:0:4,Killwangen-Spreitenbach,47.433386978699204,8.35419739618185
45,8503511:0:1,Neuenhof,47.4507814835001,8.33123645751655
46,8503505:0:5,Wettingen,47.4596982655936,8.31598306399008
47,8503504:0:3,Baden,47.4764829807134,8.3076916139165
48,8503503:0:4,Turgi,47.4918177253533,8.25344235390097
49,8500309:0:5,Brugg AG,47.4810365194084,8.20882303373255
50,8502237:0:6,Lupfig,47.44523506552421,8.21496751027678
51,8502247:0:6,Birr,47.4359026417673,8.21765347297667
52,8502105:0:4,Othmarsingen,47.407488104926,8.21478784721993
53,8502114:0:1,Rupperswil,47.4033477236839,8.126941595573651
54,8502113:0:4,Aarau,47.390924627310106,8.050836324692451
55,8590216,"Buchs AG, Wynenfeld",47.3852076813269,8.089589646054769
56,8590213,"Buchs AG, Industrie",47.3867525342535,8.08835895411535
57,8590212,"Buchs AG, Heuweg",47.3891244643981,8.08786488070901
58,8590207,"Buchs AG, Altersheim",47.3914172287434,8.08305889393831
59,8590215,"Buchs AG, Trieschweg",47.3912651917552,8.08072327419927
60,8590210,"Buchs AG, Fabrikweg",47.38967181773479,8.077722901149889
61,8590211,"Buchs AG, Gysistrasse",47.3886135961553,8.074228454694179
62,8590208,"Buchs AG, Brauerei",47.38998806373839,8.07028485059635
63,8590214,"Buchs AG, Torfeld",47.39007928819451,8.06596395407913
64,8590133,"Aarau, Bavaria",47.390304307844495,8.06312527778092
65,8590142,"Aarau, Gais",47.3912773547304,8.056073502799599
66,8502996,"Aarau, Bahnhof",47.3918611742387,8.05100700459646
67,8578642,"Aarau, Kunsthaus",47.3907908335331,8.04623695043712
68,8578643,"Aarau, Holzmarkt",47.392122674629604,8.04552728136257
69,8578644,"Aarau, Rathaus",47.3940261151211,8.04302098171953
70,8572388,"Aarau, Aarepark",47.396336908940604,8.041323165832301
71,8502685,"Rombach, Rombacherhof",47.401201406808006,8.04311081324795
72,8502684,"Küttigen, Hinterrain",47.4054757135752,8.04690170374746
73,8572389,"Küttigen, Stock",47.4087587293526,8.050369200744651
74,8502683,"Küttigen, Post",47.413093212653294,8.04780900218455
75,8572390,"Küttigen, Kreuz",47.4164730109836,8.04751255814075
76,8594930,"Aarau, Kettenbrücke",47.3948470666359,8.04228436318645
77,8594929,"Aarau, Kasinopark",47.392140918794496,8.046865771136089
78,8578672,"Baden, Ruschebach",47.4821900198936,8.27900840689057
79,8578671,"Baden, Ifang",47.48291853346661,8.28370659582717
80,8578670,"Baden, Kapelle",47.483313140767095,8.28685069932203
81,8578669,"Baden, Schellenacker",47.48332528248321,8.29340840089701
82,8590187,"Baden, Römerstrasse",47.480684393161894,8.30142137323248
